second,Volt1
-7.2124e-05,-1.849246211362
-7.21172e-05,-1.752763800317
-7.21104e-05,-1.905527617801
-7.21036e-05,-1.720602996641
-7.20968e-05,-1.84924621135
-7.209e-05,-1.929648220539
-7.20832e-05,-1.929648220539
-7.20764e-05,-1.945728622364
-7.20696e-05,-1.784924604011
-7.20628e-05,-1.865326613182
-7.2056e-05,-1.84924621135
-7.20492e-05,-1.897487416851
-7.20424e-05,-1.696482393884
-7.20356e-05,-1.784924604011
-7.20288e-05,-1.688442192972
-7.2022e-05,-1.608040183789
-7.20152e-05,-1.632160786533
-7.20084e-05,-1.65628138929
-7.20016e-05,-1.776884403086
-7.19948e-05,-1.977889426066
-7.1988e-05,-2.010050229728
-7.19812e-05,-1.993969827917
-7.19744e-05,-2.106532640742
-7.19676e-05,-2.379899472005
-7.19608e-05,-2.4683416821
-7.1954e-05,-2.492462284863
-7.19472e-05,-2.548743691302
-7.19404e-05,-2.605025097735
-7.19336e-05,-2.725628111505
-7.19268e-05,-2.653266303241
-7.192e-05,-2.81407032162
-7.19132e-05,-2.685427106931
-7.19064e-05,-2.741708513342
-7.18996e-05,-2.765829116099
-7.18928e-05,-2.789949718856
-7.1886e-05,-2.814070321627
-7.18792e-05,-2.894472330809
-7.18724e-05,-2.974874339998
-7.18656e-05,-2.902512531735
-7.18588e-05,-2.974874339998
-7.1852e-05,-2.93467333541
-7.18452e-05,-2.894472330809
-7.18384e-05,-2.822110522531
-7.18316e-05,-3.007035143666
-7.18248e-05,-3.087437152848
-7.1818e-05,-2.814070321634
-7.18112e-05,-3.087437152877
-7.18044e-05,-2.974874339998
-7.17976e-05,-2.982914540924
-7.17908e-05,-2.990954741828
-7.1784e-05,-3.0150753446
-7.17772e-05,-2.990954741843
-7.17704e-05,-3.055276349187
-7.17636e-05,-3.007035143666
-7.17568e-05,-2.974874339998
-7.175e-05,-2.974874340005
-7.17432e-05,-3.055276349187
-7.17364e-05,-3.08743715287
-7.17296e-05,-3.055276349187
-7.17228e-05,-3.119597956546
-7.1716e-05,-3.095477353774
-7.17092e-05,-3.071356751032
-7.17024e-05,-3.063316550098
-7.16956e-05,-3.055276349187
-7.16888e-05,-3.167839162036
-7.1682e-05,-3.216080367565
-7.16752e-05,-3.047236148244
-7.16684e-05,-3.071356751009
-7.16616e-05,-3.127638157449
-7.16548e-05,-3.119597956546
-7.1648e-05,-3.095477353774
-7.16412e-05,-3.11959795653
-7.16344e-05,-3.055276349187
-7.16276e-05,-3.055276349187
-7.16208e-05,-3.143718559271
-7.1614e-05,-3.055276349195
-7.16072e-05,-3.079396951936
-7.16004e-05,-3.135678358376
-7.15936e-05,-3.063316550114
-7.15868e-05,-3.135678358376
-7.158e-05,-3.055276349187
-7.15732e-05,-3.135678358376
-7.15664e-05,-3.135678358376
-7.15596e-05,-3.135678358376
-7.15528e-05,-3.1919597648
-7.1546e-05,-3.135678358376
-7.15392e-05,-3.079396951935
-7.15324e-05,-3.119597956555
-7.15256e-05,-3.055276349187
-7.15188e-05,-3.055276349187
-7.1512e-05,-3.09547735379
-7.15052e-05,-3.039195947341
-7.14984e-05,-3.191959764834
-7.14916e-05,-3.039195947375
-7.14848e-05,-3.055276349187
-7.1478e-05,-3.055276349187
-7.14712e-05,-3.167839162069
-7.14644e-05,-3.135678358376
-7.14576e-05,-3.047236148259
-7.14508e-05,-2.974874339998
-7.1444e-05,-3.015075344601
-7.14372e-05,-2.974874339998
-7.14304e-05,-2.974874339998
-7.14236e-05,-2.974874339998
-7.14168e-05,-2.998994942763
-7.141e-05,-2.974874339998
-7.14032e-05,-2.918592933556
-7.13964e-05,-2.974874339998
-7.13896e-05,-2.974874339998
-7.13828e-05,-2.910552732637
-7.1376e-05,-3.015075344601
-7.13692e-05,-2.830150723466
-7.13624e-05,-2.894472330809
-7.13556e-05,-2.894472330809
-7.13488e-05,-2.9025125317
-7.1342e-05,-2.894472330818
-7.13352e-05,-2.918592933556
-7.13284e-05,-2.974874339998
-7.13216e-05,-2.974874339998
-7.13148e-05,-2.910552732637
-7.1308e-05,-2.974874339979
-7.13012e-05,-2.926633134503
-7.12944e-05,-2.910552732628
-7.12876e-05,-2.910552732665
-7.12808e-05,-2.918592933575
-7.1274e-05,-2.894472330809
-7.12672e-05,-2.950753737251
-7.12604e-05,-2.958793938179
-7.12536e-05,-2.894472330809
-7.12468e-05,-2.894472330809
-7.124e-05,-3.015075344564
-7.12332e-05,-2.765829116125
-7.12264e-05,-2.966834139089
-7.12196e-05,-2.942713536332
-7.12128e-05,-2.838190924386
-7.1206e-05,-2.894472330663
-7.11992e-05,-0.112562812592
-7.11924e-05,1.431155763586
-7.11856e-05,1.382914558073
-7.11788e-05,1.527638174593
-7.1172e-05,1.567839179178
-7.11652e-05,1.672361791124
-7.11584e-05,1.608040183783
-7.11516e-05,1.720602996637
-7.11448e-05,1.608040183783
-7.1138e-05,1.768844202161
-7.11312e-05,1.825125608603
-7.11244e-05,1.688442192972
-7.11176e-05,1.77688440309
-7.11108e-05,1.784924603989
-7.1104e-05,1.768844202141
-7.10972e-05,1.688442192972
-7.10904e-05,1.760804001252
-7.10836e-05,1.84924621135
-7.10768e-05,1.84924621135
-7.107e-05,1.84924621136
-7.10632e-05,1.929648220539
-7.10564e-05,1.961809024225
-7.10496e-05,1.929648220539
-7.10428e-05,2.058291435262
-7.1036e-05,1.969849225123
-7.10292e-05,1.945728622387
-7.10224e-05,2.010050229728
-7.10156e-05,1.961809024204
-7.10088e-05,2.042211033383
-7.1002e-05,2.090452238896
-7.09952e-05,1.985929626982
-7.09884e-05,2.122613042604
-7.09816e-05,2.154773846247
-7.09748e-05,2.07437183709
-7.0968e-05,2.130653243501
-7.09612e-05,2.138693444409
-7.09544e-05,2.15477384629
-7.09476e-05,2.106532640777
-7.09408e-05,2.122613042571
-7.0934e-05,2.010050229728
-7.09272e-05,2.122613042615
-7.09204e-05,2.219095453609
-7.09136e-05,2.227135654506
-7.09068e-05,2.07437183709
-7.09e-05,1.969849225123
-7.08932e-05,1.993969827879
-7.08864e-05,2.074371837102
-7.08796e-05,2.090452238917
-7.08728e-05,2.058291435264
-7.0866e-05,2.090452238917
-7.08592e-05,2.203015051804
-7.08524e-05,2.13869344442
-7.08456e-05,2.082412037987
-7.08388e-05,2.138693444453
-7.0832e-05,2.010050229683
-7.08252e-05,1.897487416897
-7.08184e-05,1.945728622354
-7.08116e-05,1.913567818679
-7.08048e-05,1.334673352222
-7.0798e-05,-1.768844202195
-7.07912e-05,-2.122613042616
-7.07844e-05,-2.251256257296
-7.07776e-05,-2.404020074744
-7.07708e-05,-2.267336659122
-7.0764e-05,-2.331658266485
-7.07572e-05,-2.154773846257
-7.07504e-05,-2.235175855481
-7.07436e-05,-2.186934649967
-7.07368e-05,-2.12261304257
-7.073e-05,-2.010050229728
-7.07232e-05,-2.010050229728
-7.07164e-05,-2.026130631543
-7.07096e-05,-2.010050229728
-7.07028e-05,-1.945728622365
-7.0696e-05,-1.969849225145
-7.06892e-05,-1.8653266132
-7.06824e-05,-1.929648220539
-7.06756e-05,-1.945728622401
-7.06688e-05,-2.002010028845
-7.0662e-05,-1.929648220527
-7.06552e-05,-1.84924621135
-7.06484e-05,-1.897487416851
-7.06416e-05,-1.913567818677
-7.06348e-05,-1.768844202161
-7.0628e-05,-1.969849225146
-7.06212e-05,-1.897487416839
-7.06144e-05,-1.841206010443
-7.06076e-05,-1.768844202161
-7.06008e-05,-1.688442192972
-7.0594e-05,-1.688442192972
-7.05872e-05,-1.857286412306
-7.05804e-05,-1.768844202161
-7.05736e-05,-1.752763800298
-7.05668e-05,-1.73668339851
-7.056e-05,-1.768844202161
-7.05532e-05,-1.897487416839
-7.05464e-05,-1.696482393878
-7.05396e-05,-1.768844202161
-7.05328e-05,-1.73668339851
-7.0526e-05,-1.768844202161
-7.05192e-05,-1.825125608606
-7.05124e-05,-1.768844202161
-7.05056e-05,-1.696482393903
-7.04988e-05,-1.704522594797
-7.0492e-05,-1.768844202161
-7.04852e-05,-1.640200987483
-7.04784e-05,-1.696482393878
-7.04716e-05,-1.608040183783
-7.04648e-05,-1.656281389321
-7.0458e-05,-1.688442192984
-7.04512e-05,-1.712562795716
-7.04444e-05,-1.688442192972
-7.04376e-05,-1.688442192972
-7.04308e-05,-1.559798978243
-7.0424e-05,-1.407035160823
-7.04172e-05,-1.463316567255
-7.04104e-05,-1.527638174593
-7.04036e-05,-1.656281389309
-7.03968e-05,-1.656281389322
-7.039e-05,-1.768844202187
-7.03832e-05,-1.929648220539
-7.03764e-05,-1.993969827917
-7.03696e-05,-2.170854248106
-7.03628e-05,-2.299497462835
-7.0356e-05,-2.291457261903
-7.03492e-05,-2.299497462849
-7.03424e-05,-2.42010047658
-7.03356e-05,-2.492462284863
-7.03288e-05,-2.596984896822
-7.0322e-05,-2.653266303228
-7.03152e-05,-2.572864294052
-7.03084e-05,-2.73366831243
-7.03016e-05,-2.73366831243
-7.02948e-05,-2.797989919795
-7.0288e-05,-2.81407032162
-7.02812e-05,-2.765829116133
-7.02744e-05,-2.677386905958
-7.02676e-05,-2.862311527146
-7.02608e-05,-2.894472330809
-7.0254e-05,-2.81407032162
-7.02472e-05,-2.870351728065
-7.02404e-05,-3.007035143687
-7.02336e-05,-2.990954741863
-7.02268e-05,-3.007035143646
-7.022e-05,-2.894472330809
-7.02132e-05,-2.974874339998
-7.02064e-05,-3.047236148282
-7.01996e-05,-3.007035143728
-7.01928e-05,-3.111557755605
-7.0186e-05,-3.055276349173
-7.01792e-05,-3.031155746444
-7.01724e-05,-3.055276349187
-7.01656e-05,-2.982914540931
-7.01588e-05,-3.119597956552
-7.0152e-05,-3.055276349187
-7.01452e-05,-3.087437152821
-7.01384e-05,-3.183919563946
-7.01316e-05,-3.071356751053
-7.01248e-05,-3.111557755605
-7.0118e-05,-3.055276349201
-7.01112e-05,-3.07939695193
-7.01044e-05,-3.135678358376
-7.00976e-05,-3.135678358376
-7.00908e-05,-3.071356751011
-7.0084e-05,-3.095477353739
-7.00772e-05,-3.135678358376
-7.00704e-05,-3.135678358376
-7.00636e-05,-3.103517554715
-7.00568e-05,-3.111557755605
-7.005e-05,-3.055276349201
-7.00432e-05,-3.079396951929
-7.00364e-05,-3.087437152877
-7.00296e-05,-3.055276349187
-7.00228e-05,-3.183919563918
-7.0016e-05,-3.175879362956
-7.00092e-05,-3.183919563933
-7.00024e-05,-3.232160769374
-6.99956e-05,-3.135678358376
-6.99888e-05,-3.22412056844
-6.9982e-05,-3.216080367565
-6.99752e-05,-3.216080367565
-6.99684e-05,-3.103517554686
-6.99616e-05,-3.071356751054
-6.99548e-05,-3.151758760199
-6.9948e-05,-3.135678358376
-6.99412e-05,-3.119597956523
-6.99344e-05,-2.982914540902
-6.99276e-05,-3.087437152848
-6.99208e-05,-3.055276349187
-6.9914e-05,-3.055276349172
-6.99072e-05,-3.087437152892
-6.99004e-05,-3.055276349187
-6.98936e-05,-3.055276349187
-6.98868e-05,-3.119597956553
-6.988e-05,-2.974874339998
-6.98732e-05,-3.119597956523
-6.98664e-05,-2.982914540902
-6.98596e-05,-3.055276349187
-6.98528e-05,-3.055276349187
-6.9846e-05,-2.974874339998
-6.98392e-05,-2.974874339998
-6.98324e-05,-3.023115545496
-6.98256e-05,-2.982914540932
-6.98188e-05,-2.99095474182
-6.9812e-05,-2.974874340028
-6.98052e-05,-3.055276349187
-6.97984e-05,-3.127638157473
-6.97916e-05,-3.023115545527
-6.97848e-05,-3.031155746415
-6.9778e-05,-2.974874339967
-6.97712e-05,-2.81407032162
-6.97644e-05,-2.990954741805
-6.97576e-05,-2.902512531743
-6.97508e-05,-2.846231125264
-6.9744e-05,-2.974874339998
-6.97372e-05,-3.007035143627
-6.97304e-05,-2.81407032162
-6.97236e-05,-2.894472330809
-6.97168e-05,-2.942713536354
-6.971e-05,-2.974874339998
-6.97032e-05,-3.087437152894
-6.96964e-05,-3.007035143689
-6.96896e-05,-3.119597956507
-6.96828e-05,-2.974874339998
-6.9676e-05,-2.974874339966
-6.96692e-05,-2.926633134516
-6.96624e-05,-3.055276349187
-6.96556e-05,-2.974874339998
-6.96488e-05,-2.894472330809
-6.9642e-05,-2.974874340014
-6.96352e-05,-2.998994942738
-6.96284e-05,-3.055276349187
-6.96216e-05,-3.055276349187
-6.96148e-05,-2.926633134452
-6.9608e-05,-2.934673335419
-6.96012e-05,-2.846231125328
-6.95944e-05,-2.830150723425
-6.95876e-05,-2.926633134468
-6.95808e-05,-2.926633134452
-6.9574e-05,-2.894472330809
-6.95672e-05,-2.894472330809
-6.95604e-05,-2.846231125312
-6.95536e-05,-2.958793938127
-6.95468e-05,-2.942713536355
-6.954e-05,-2.934673335387
-6.95332e-05,-2.974874339998
-6.95264e-05,-2.974874339998
-6.95196e-05,-3.023115545528
-6.95128e-05,-2.974874339998
-6.9506e-05,-2.894472330825
-6.94992e-05,-2.918592933549
-6.94924e-05,-2.926633134501
-6.94856e-05,-2.894472330809
-6.94788e-05,-2.894472330809
-6.9472e-05,-2.934673335387
-6.94652e-05,-2.958793938143
-6.94584e-05,-2.966834139096
-6.94516e-05,-2.990954741869
-6.94448e-05,-2.894472330809
-6.9438e-05,-3.055276349153
-6.94312e-05,-2.838190924359
-6.94244e-05,-2.926633134501
-6.94176e-05,-3.111557755569
-6.94108e-05,-3.023115545545
-6.9404e-05,-2.974874339998
-6.93972e-05,-2.958793938143
-6.93904e-05,-3.039195947383
-6.93836e-05,-3.087437152846
-6.93768e-05,-2.918592933582
-6.937e-05,-2.974874339998
-6.93632e-05,-2.974874339998
-6.93564e-05,-2.942713536305
-6.93496e-05,-2.966834139062
-6.93428e-05,-2.894472330809
-6.9336e-05,-2.934673335386
-6.93292e-05,-2.974874339998
-6.93224e-05,-2.974874339998
-6.93156e-05,-2.99095474187
-6.93088e-05,-2.974874339998
-6.9302e-05,-2.894472330809
-6.92952e-05,-2.838190924359
-6.92884e-05,-2.974874339998
-6.92816e-05,-3.055276349187
-6.92748e-05,-3.055276349187
-6.9268e-05,-3.01507534461
-6.92612e-05,-3.023115545476
-6.92544e-05,-2.966834139096
-6.92476e-05,-2.94271353634
-6.92408e-05,-2.886432129943
-6.9234e-05,-2.974874340015
-6.92272e-05,-3.055276349187
-6.92204e-05,-2.9909547418
-6.92136e-05,-2.982914540934
-6.92068e-05,-3.055276349187
-6.92e-05,-2.974874340033
-6.91932e-05,-3.055276349187
-6.91864e-05,-3.055276349187
-6.91796e-05,-2.974874339998
-6.91728e-05,-2.974874339998
-6.9166e-05,-2.894472330809
-6.91592e-05,-2.950753737259
-6.91524e-05,-3.039195947385
-6.91456e-05,-3.063316550124
-6.91388e-05,-2.942713536268
-6.9132e-05,-2.974874340034
-6.91252e-05,-3.103517554664
-6.91184e-05,-2.974874339998
-6.91116e-05,-3.023115545529
-6.91048e-05,-2.862311527169
-6.9098e-05,-2.894472330863
-6.90912e-05,-2.966834139024
-6.90844e-05,-3.039195947386
-6.90776e-05,-2.902512531746
-6.90708e-05,-2.974874339998
-6.9064e-05,-2.974874339998
-6.90572e-05,-2.974874339998
-6.90504e-05,-2.974874339998
-6.90436e-05,-2.958793938123
-6.90368e-05,-2.998994942773
-6.903e-05,-2.974874340016
-6.90232e-05,-3.055276349187
-6.90164e-05,-2.942713536304
-6.90096e-05,-3.047236148249
-6.90028e-05,-2.910552732628
-6.8996e-05,-2.974874339961
-6.89892e-05,-3.007035143711
-6.89824e-05,-2.990954741798
-6.89756e-05,-2.942713536341
-6.89688e-05,-2.894472330809
-6.8962e-05,-2.894472330809
-6.89552e-05,-3.063316550162
-6.89484e-05,-2.942713536303
-6.89416e-05,-2.982914540936
-6.89348e-05,-2.990954741817
-6.8928e-05,-2.974874339998
-6.89212e-05,-2.974874339998
-6.89144e-05,-2.974874339998
-6.89076e-05,-2.974874339998
-6.89008e-05,-2.974874339998
-6.8894e-05,-2.974874340017
-6.88872e-05,-3.055276349187
-6.88804e-05,-2.910552732608
-6.88736e-05,-3.1195979565
-6.88668e-05,-2.781909517886
-6.886e-05,-2.934673335422
-6.88532e-05,-2.974874339998
-6.88464e-05,-2.902512531708
-6.88396e-05,-3.087437152843
-6.88328e-05,-3.031155746411
-6.8826e-05,-2.974874339978
-6.88192e-05,-3.007035143712
-6.88124e-05,-3.007035143693
-6.88056e-05,-2.974874339998
-6.87988e-05,-2.910552732627
-6.8792e-05,-2.894472330809
-6.87852e-05,-2.974874339998
-6.87784e-05,-3.047236148287
-6.87716e-05,-3.007035143654
-6.87648e-05,-2.974874339998
-6.8758e-05,-2.974874340037
-6.87512e-05,-2.96683413902
-6.87444e-05,-2.894472330809
-6.87376e-05,-2.966834139059
-6.87308e-05,-2.95879393818
-6.8724e-05,-2.974874339998
-6.87172e-05,-2.910552732666
-6.87104e-05,-2.974874339998
-6.87036e-05,-2.894472330809
-6.86968e-05,-2.942713536362
-6.869e-05,-3.055276349167
-6.86832e-05,-3.087437152902
-6.86764e-05,-2.942713536302
-6.86696e-05,-2.765829116186
-6.86628e-05,-2.990954741816
-6.8656e-05,-2.974874339998
-6.86492e-05,-2.926633134524
-6.86424e-05,-2.982914540897
-6.86356e-05,-3.023115545531
-6.86288e-05,-3.055276349187
-6.8622e-05,-2.974874339998
-6.86152e-05,-3.03115574645
-6.86084e-05,-2.942713536302
-6.86016e-05,-2.894472330809
-6.85948e-05,-2.830150723437
-6.8588e-05,-2.934673335383
-6.85812e-05,-2.942713536282
-6.85744e-05,-2.88643212991
-6.85676e-05,-3.03919594741
-6.85608e-05,-2.998994942775
-6.8554e-05,-2.974874340018
-6.85472e-05,-2.998994942734
-6.85404e-05,-2.942713536302
-6.85336e-05,-2.894472330809
-6.85268e-05,-3.023115545552
-6.852e-05,-3.015075344613
-6.85132e-05,-3.103517554659
-6.85064e-05,-2.974874339998
-6.84996e-05,-2.974874339998
-6.84928e-05,-2.918592933586
-6.8486e-05,-2.814070321681
-6.84792e-05,-2.998994942734
-6.84724e-05,-2.894472330809
-6.84656e-05,-3.055276349187
-6.84588e-05,-2.926633134443
-6.8452e-05,-3.015075344572
-6.84452e-05,-2.926633134526
-6.84384e-05,-3.055276349187
-6.84316e-05,-2.894472330809
-6.84248e-05,-2.918592933586
-6.8418e-05,-2.974874339998
-6.84112e-05,-2.974874339998
-6.84044e-05,-2.958793938202
-6.83976e-05,-3.119597956496
-6.83908e-05,-2.910552732625
-6.8384e-05,-2.974874339998
-6.83772e-05,-2.958793938139
-6.83704e-05,-2.894472330809
-6.83636e-05,-2.926633134463
-6.83568e-05,-2.894472330809
-6.835e-05,-2.89447233083
-6.83432e-05,-2.974874339998
-6.83364e-05,-3.071356750982
-6.83296e-05,-2.958793938117
-6.83228e-05,-2.749748714247
-6.8316e-05,-3.015075344571
-6.83092e-05,-2.894472330809
-6.83024e-05,-2.894472330809
-6.82956e-05,-2.878391928928
-6.82888e-05,-2.894472330809
-6.8282e-05,-2.974874339976
-6.82752e-05,-2.950753737263
-6.82684e-05,-3.119597956474
-6.82616e-05,-2.966834139057
-6.82548e-05,-2.958793938182
-6.8248e-05,-2.974874339998
-6.82412e-05,-2.974874339998
-6.82344e-05,-2.902512531706
-6.82276e-05,-3.055276349187
-6.82208e-05,-2.950753737219
-6.8214e-05,-2.894472330809
-6.82072e-05,-2.894472330809
-6.82004e-05,-2.990954741792
-6.81936e-05,-2.838190924442
-6.81868e-05,-2.990954741814
-6.818e-05,-3.01507534457
-6.81732e-05,-2.878391928949
-6.81664e-05,-3.031155746496
-6.81596e-05,-2.926633134462
-6.81528e-05,-2.974874339998
-6.8146e-05,-2.974874339976
-6.81392e-05,-3.007035143718
-6.81324e-05,-3.055276349187
-6.81256e-05,-2.894472330809
-6.81188e-05,-3.023115545556
-6.8112e-05,-3.01507534457
-6.81052e-05,-3.007035143718
-6.80984e-05,-2.990954741791
-6.80916e-05,-2.926633134462
-6.80848e-05,-3.063316550039
-6.8078e-05,-2.974874339975
-6.80712e-05,-2.894472330809
-6.80644e-05,-2.926633134507
-6.80576e-05,-2.958793938115
-6.80508e-05,-2.942713536367
-6.8044e-05,-2.934673335426
-6.80372e-05,-2.894472330809
-6.80304e-05,-2.966834139101
-6.80236e-05,-2.974874339998
-6.80168e-05,-2.894472330809
-6.801e-05,-3.135678358308
-6.80032e-05,-2.950753737264
-6.79964e-05,-2.958793938092
-6.79896e-05,-2.966834139056
-6.79828e-05,-2.958793938183
-6.7976e-05,-2.894472330854
-6.79692e-05,-2.94271353639
-6.79624e-05,-2.99095474179
-6.79556e-05,-2.958793938114
-6.79488e-05,-2.974874339998
-6.7942e-05,-2.974874339998
-6.79352e-05,-2.918592933543
-6.79284e-05,-2.894472330809
-6.79216e-05,-2.966834139056
-6.79148e-05,-2.894472330809
-6.7908e-05,-3.055276349187
-6.79012e-05,-2.92663313453
-6.78944e-05,-2.982914540894
